1000458, 10082, 39, 16.23, 1.25
1000459, 10082, 10, 2.9, 0.97
1000460, 10082, 40, 4.4, 1.7
1000461, 10082, 51, 20.08, 1.34
1000462, 10082, 18, 1.93, 0.97
1000463, 10082, 53, 1.83, 0.46
1000464, 10083, 8, 4.07, 0.51
1000465, 10083, 40, 2.9, 1.12
1000466, 10084, 35, 1.68, 0.65
1000467, 10084, 47, 2.95, 0.72
1000468, 10084, 6, 4.78, 1.6
1000469, 10084, 22, 10.6, 1.18
1000470, 10085, 17, 5.04, 1.1
1000471, 10085, 10, 4.63, 1.55
1000472, 10085, 34, 3.1, 1.04
1000473, 10085, 6, 3.22, 1.08
1000474, 10085, 43, 8.08, 1.35
1000475, 10085, 40, 1.73, 0.67
1000476, 10085, 52, 1.6, 0.7
1000477, 10086, 20, 0.87, 0.63
1000478, 10086, 32, 15.48, 1.55
1000479, 10086, 20, 1.87, 1.35
1000480, 10086, 41, 4.93, 1.05
1000481, 10086, 26, 5.71, 0.52
1000482, 10086, 46, 2.11, 0.53
1000483, 10086, 37, 1.07, 1.36
1000484, 10086, 46, 4.42, 1.11
1000485, 10086, 2, 4.69, 1.57
1000486, 10086, 54, 1.08, 0.42
1000487, 10087, 7, 1.01, 0.51
1000488, 10087, 23, 6.99, 0.91
1000489, 10087, 17, 3.02, 0.66
1000490, 10087, 34, 2.75, 0.92
1000491, 10087, 47, 5.0, 1.22
1000492, 10087, 33, 6.4, 0.85
1000493, 10088, 53, 4.94, 1.24
1000494, 10088, 20, 1.05, 0.76
1000495, 10088, 46, 4.46, 1.12
1000496, 10088, 28, 5.11, 0.95
1000497, 10088, 19, 2.8, 1.41
1000498, 10088, 26, 7.25, 0.66
1000499, 10088, 38, 5.98, 1.25
1000500, 10089, 55, 4.05, 1.4
1000501, 10089, 24, 3.51, 0.88
1000502, 10090, 37, 0.68, 0.87
1000503, 10090, 33, 8.06, 1.07
1000504, 10090, 13, 4.35, 1.04
1000505, 10090, 17, 2.2, 0.48
1000506, 10090, 30, 5.14, 1.72
1000507, 10090, 10, 5.14, 1.72
1000508, 10091, 16, 6.88, 1.38
1000509, 10091, 39, 8.05, 0.62
1000510, 10091, 36, 0.71, 0.36
1000511, 10091, 34, 4.48, 1.5
1000512, 10091, 28, 5.64, 1.05
1000513, 10091, 26, 16.81, 1.53
1000514, 10091, 4, 2.72, 0.91
1000515, 10091, 12, 6.22, 1.56
1000516, 10091, 45, 1.6, 0.7
1000517, 10091, 44, 0.37, 0.27
1000518, 10092, 44, 0.47, 0.34
1000519, 10092, 38, 6.61, 1.38
1000520, 10093, 12, 1.83, 0.46
1000521, 10093, 53, 5.58, 1.4
1000522, 10094, 37, 0.71, 0.91
1000523, 10094, 1, 1.23, 0.31
1000524, 10094, 7, 1.03, 0.52
1000525, 10094, 5, 5.43, 1.09
1000526, 10094, 55, 4.72, 1.63
1000527, 10094, 49, 2.06, 0.69
1000528, 10094, 22, 2.78, 0.31
1000529, 10094, 12, 5.74, 1.44
1000530, 10095, 9, 9.52, 1.59
1000531, 10095, 33, 7.31, 0.97
1000532, 10096, 7, 1.67, 0.84
1000533, 10096, 37, 0.55, 0.7
1000534, 10096, 2, 1.13, 0.38
1000535, 10096, 42, 2.94, 0.84
1000536, 10096, 42, 5.84, 1.67
1000537, 10096, 34, 4.15, 1.39
1000538, 10097, 52, 2.67, 1.17
1000539, 10097, 41, 3.85, 0.82
1000540, 10097, 23, 6.61, 0.86
1000541, 10097, 5, 6.38, 1.28
1000542, 10097, 22, 7.64, 0.85
1000543, 10097, 18, 2.1, 1.06
1000544, 10097, 39, 15.45, 1.19
1000545, 10098, 22, 5.84, 0.65
1000546, 10098, 39, 18.18, 1.4
1000547, 10098, 43, 6.88, 1.15
1000548, 10099, 51, 15.28, 1.02
1000549, 10099, 20, 1.79, 1.29
1000550, 10099, 30, 2.93, 0.98
1000551, 10099, 12, 6.7, 1.68
1000552, 10099, 35, 2.97, 1.15
1000553, 10100, 51, 24.43, 1.63
1000554, 10100, 28, 4.03, 0.75
1000555, 10101, 3, 4.3, 1.44
1000556, 10101, 51, 20.23, 1.35
1000557, 10101, 51, 3.89, 0.26
1000558, 10101, 29, 2.75, 0.69
1000559, 10102, 26, 17.36, 1.58
1000560, 10102, 42, 3.74, 1.07
1000561, 10102, 3, 3.1, 1.04
1000562, 10102, 15, 2.19, 0.44
1000563, 10103, 54, 1.7, 0.66
1000564, 10103, 3, 1.97, 0.66
1000565, 10104, 42, 1.26, 0.36
1000566, 10104, 52, 3.59, 1.57
1000567, 10104, 21, 0.48, 0.32
1000568, 10104, 47, 2.74, 0.67
1000569, 10104, 43, 7.36, 1.23
1000570, 10105, 47, 2.58, 0.63
1000571, 10105, 48, 6.79, 0.85
1000572, 10106, 38, 5.74, 1.2
1000573, 10106, 41, 4.46, 0.95
1000574, 10106, 45, 1.76, 0.77
1000575, 10106, 10, 2.66, 0.89
1000576, 10106, 50, 17.03, 1.74
1000577, 10106, 4, 1.01, 0.34
1000578, 10107, 40, 1.94, 0.75
1000579, 10107, 21, 0.66, 0.44
1000580, 10107, 45, 1.96, 0.86
1000581, 10107, 2, 4.69, 1.57
1000582, 10107, 38, 8.33, 1.74
1000583, 10107, 13, 1.75, 0.42
1000584, 10108, 52, 3.11, 1.36
1000585, 10108, 55, 5.01, 1.73
1000586, 10109, 3, 4.33, 1.45
1000587, 10109, 20, 0.59, 0.43
1000588, 10109, 39, 21.04, 1.62
1000589, 10109, 13, 2.26, 0.54
1000590, 10110, 47, 6.84, 1.67
1000591, 10110, 12, 3.31, 0.83
1000592, 10110, 17, 6.19, 1.35
1000593, 10111, 21, 1.47, 0.98
1000594, 10112, 54, 2.66, 1.03
1000595, 10112, 36, 3.4, 1.71
1000596, 10112, 45, 3.16, 1.38
1000597, 10112, 36, 3.44, 1.73
1000598, 10112, 34, 2.36, 0.79
1000599, 10112, 49, 1.37, 0.46
1000600, 10112, 29, 6.9, 1.73
1000601, 10112, 18, 2.56, 1.29
1000602, 10112, 53, 2.19, 0.55
1000603, 10112, 54, 0.82, 0.32
1000604, 10113, 30, 4.51, 1.51
1000605, 10113, 48, 9.34, 1.17
1000606, 10113, 45, 0.7, 0.31
1000607, 10114, 9, 1.55, 0.26
1000608, 10114, 6, 1.1, 0.37
1000609, 10115, 28, 7.2, 1.34
1000610, 10115, 21, 1.41, 0.94
1000611, 10115, 35, 3.15, 1.22
1000612, 10115, 29, 1.59, 0.4
1000613, 10115, 7, 2.6, 1.31
1000614, 10115, 48, 5.59, 0.7
1000615, 10115, 7, 0.59, 0.3
1000616, 10115, 39, 3.37, 0.26
1000617, 10116, 12, 6.7, 1.68
1000618, 10116, 10, 0.95, 0.32
1000619, 10116, 16, 4.29, 0.86
1000620, 10116, 11, 8.92, 1.49
1000621, 10116, 48, 8.54, 1.07
1000622, 10116, 38, 4.93, 1.03
1000623, 10116, 33, 10.32, 1.37
1000624, 10116, 32, 5.19, 0.52
1000625, 10117, 30, 5.08, 1.7
1000626, 10118, 9, 2.09, 0.35
1000627, 10119, 10, 5.08, 1.7
1000628, 10119, 11, 5.45, 0.91
1000629, 10120, 8, 9.1, 1.14
1000630, 10120, 8, 7.83, 0.98
1000631, 10120, 17, 5.14, 1.12
1000632, 10120, 44, 1.44, 1.04
1000633, 10120, 16, 5.58, 1.12
1000634, 10120, 41, 5.73, 1.22
1000635, 10120, 50, 16.05, 1.64
1000636, 10120, 4, 4.81, 1.61
1000637, 10120, 23, 3.84, 0.5
1000638, 10120, 24, 6.06, 1.52
1000639, 10121, 55, 2.84, 0.98
1000640, 10121, 39, 17.01, 1.31
1000641, 10121, 7, 1.65, 0.83
1000642, 10121, 34, 2.03, 0.68
1000643, 10121, 44, 2.02, 1.46
1000644, 10121, 28, 8.33, 1.55
1000645, 10122, 17, 5.37, 1.17
1000646, 10122, 48, 4.95, 0.62
1000647, 10122, 42, 2.1, 0.6
1000648, 10123, 46, 6.02, 1.51
1000649, 10123, 13, 4.52, 1.08
1000650, 10123, 15, 7.08, 1.42
1000651, 10123, 51, 10.79, 0.72
1000652, 10123, 1, 2.11, 0.53
1000653, 10123, 1, 6.74, 1.69
1000654, 10123, 21, 0.6, 0.4
1000655, 10124, 3, 3.31, 1.11
1000656, 10124, 45, 2.95, 1.29
1000657, 10124, 16, 4.09, 0.82
1000658, 10124, 28, 6.5, 1.21
1000659, 10124, 26, 13.73, 1.25
1000660, 10125, 4, 1.01, 0.34
1000661, 10125, 46, 3.23, 0.81
1000662, 10125, 46, 5.5, 1.38
1000663, 10125, 17, 6.33, 1.38
1000664, 10126, 53, 1.71, 0.43
1000665, 10126, 16, 5.58, 1.12
1000666, 10126, 55, 2.63, 0.91
